	US_TYPE	US_NAME	EXE_PRICE	EXE_ENDDATE	US_CODE	OPEN	HIGH	LOW	CLOSE	VWAP	VOLUME	AMT	OI_CHG	SETTLE	DELTA	GAMMA	VEGA	THETA	RHO	VOLATILITYRATIO	US_IMPLIEDVOL
2019/8/21	ETF期权	50ETF	2.2	2019/9/25	510050	0.0012	0.0017	0.0012	0.0012	0.001310185	1296	16980	-53	0.0013	-5.96E-09	2.38E-07	3.15E-10	-2.62E-08	-1.68E-11	206.7379491	0.403157813
2019/8/22	ETF期权	50ETF	2.2	2019/9/25	510050	0.0009	0.0013	0.0009	0.0012	0.001257324	553	6953	62	0.0013	-2.72E-09	1.13E-07	1.45E-10	-1.24E-08	-7.46E-12	206.6219071	0.410187891
2019/8/23	ETF期权	50ETF	2.2	2019/9/25	510050	0.0011	0.0013	0.001	0.0012	0.001149321	4126	47421	1784	0.0012	0	1.77E-08	2.29E-11	-2.06E-09	0	206.5198206	0.433621484
2019/8/26	ETF期权	50ETF	2.2	2019/9/25	510050	0.0013	0.0014	0.0012	0.0012	0.001315834	3202	42133	578	0.0012	-1.39E-09	6.08E-08	7.07E-11	-7.07E-09	-3.36E-12	206.5564901	0.432449805
2019/8/27	ETF期权	50ETF	2.2	2019/9/25	510050	0.001	0.0013	0.001	0.001	0.001202153	5387	64760	-28	0.001	0	1.42E-08	1.62E-11	-1.70E-09	0	208.8429823	0.438308203
2019/8/28	ETF期权	50ETF	2.2	2019/9/25	510050	0.001	0.0011	0.0009	0.0009	0.001002603	1729	17335	263	0.0009	0	2.37E-08	2.59E-11	-2.83E-09	0	208.2575193	0.430106445
2019/8/29	ETF期权	50ETF	2.2	2019/9/25	510050	0.0009	0.001	0.0006	0.0008	0.000811091	3940	31957	343	0.0007	0	2.12E-08	2.22E-11	-2.51E-09	0	208.6945106	0.426591406
2019/8/30	ETF期权	50ETF	2.2	2019/9/25	510050	0.0004	0.0009	0.0004	0.0006	0.000752568	662	4982	14	0.0006	0	4.58E-09	4.64E-12	-5.44E-10	0	213.0462667	0.426591406
2019/9/2	ETF期权	50ETF	2.2	2019/9/25	510050	0.0004	0.0008	0.0004	0.0005	0.000655544	2850	18683	127	0.0005	0	1.09E-10	9.92E-14	-1.32E-11	0	212.1965774	0.455883398
2019/9/3	ETF期权	50ETF	2.2	2019/9/25	510050	0.0004	0.0007	0.0004	0.0005	0.000561858	1227	6894	300	0.0005	0	3.49E-11	3.04E-14	-4.21E-12	0	201.9034589	0.466428516
2019/9/4	ETF期权	50ETF	2.2	2019/9/25	510050	0.0004	0.0007	0.0004	0.0005	0.000593754	1601	9506	1017	0.0005						201.9034589	
